,source,target
184,997903964753494017,4083501
185,997903964753494017,30288951
186,997903964753494017,21746693
187,997903964753494017,17454047
188,997903964753494017,2513166444
189,997903964753494017,28082618
190,997903964753494017,139195114
191,997903964753494017,20067446
192,997903964753494017,3319474227
193,997903964753494017,470402184
194,997903964753494017,2353317773
195,997903964753494017,14489531
196,997903964753494017,2569081264
197,997903964753494017,149516982
198,997903964753494017,15841875
199,997903964753494017,277422349
200,997903964753494017,2843640335
201,997903964753494017,18899771
202,997903964753494017,66773314
203,997903964753494017,387287405
204,997903964753494017,947719507
205,997903964753494017,15056816
206,997903964753494017,149120416
207,997903964753494017,312618257
208,997903964753494017,14321293
209,997903964753494017,3159413824
210,997903964753494017,15019986
211,997903964753494017,1394290140
212,997903964753494017,15909805
213,997903964753494017,125702162
214,997903964753494017,299160607
215,997903964753494017,581890839
216,997903964753494017,966708024000811009
217,997903964753494017,2278972220
218,997903964753494017,1108463265653370880
219,997903964753494017,304572237
220,997903964753494017,509284940
221,997903964753494017,351552909
222,997903964753494017,183010626
223,997903964753494017,23287822
224,997903964753494017,485583363
225,997903964753494017,823207220
226,997903964753494017,109648780
227,997903964753494017,291378803
228,997903964753494017,2563906424
229,997903964753494017,155953175
230,997903964753494017,93918341
231,997903964753494017,1143605350219833350
232,997903964753494017,10099292
233,997903964753494017,18725978
234,997903964753494017,2873672135
235,997903964753494017,925021999709212672
236,997903964753494017,27267888
237,997903964753494017,14360501
238,997903964753494017,924761401884889088
239,997903964753494017,124512591
240,997903964753494017,15528820
241,997903964753494017,380863305
242,997903964753494017,2787230262
243,997903964753494017,19498386
244,997903964753494017,146428363
245,997903964753494017,242488617
246,997903964753494017,21681530
247,997903964753494017,535800732
248,997903964753494017,1119741
249,997903964753494017,1333656709
250,997903964753494017,91962781
251,997903964753494017,534255106
252,997903964753494017,8191062
253,997903964753494017,5878332
254,997903964753494017,93930418
255,997903964753494017,18370732
256,997903964753494017,864460202585849856
257,997903964753494017,13321042
258,997903964753494017,19618534
259,997903964753494017,21756045
260,997903964753494017,65064576
261,997903964753494017,831531
262,997903964753494017,401727518
263,997903964753494017,23231293
264,997903964753494017,3329482216
265,997903964753494017,2722608804
266,997903964753494017,155003159
267,997903964753494017,672353
268,997903964753494017,4149299116
269,997903964753494017,15335641
270,997903964753494017,15403657
271,997903964753494017,351038281
272,997903964753494017,461415628
273,997903964753494017,2401889434
274,997903964753494017,15438912
275,1256971001281249283,1116096809624064000
276,1256971001281249283,948169852547715072
277,1256971001281249283,270310777
278,1256971001281249283,699178302997716992
279,1256971001281249283,985587297503596544
280,1256971001281249283,2942657375
281,1256971001281249283,253782772
282,1256971001281249283,44849238
283,1256971001281249283,3326599643
284,1256971001281249283,1166813365093765120
285,1256971001281249283,78835016
286,1257712088031559682,1116096809624064000
287,1257712088031559682,948169852547715072
288,1257712088031559682,270310777
289,1257712088031559682,20466226
290,1257712088031559682,22386528
291,1257712088031559682,985587297503596544
292,1257712088031559682,2942657375
293,1257712088031559682,253782772
294,1257712088031559682,147679241
295,1257712088031559682,44849238
296,1257712088031559682,3326599643
297,1257712088031559682,3245179401
298,1257712088031559682,1166813365093765120
299,1257712088031559682,322242792
300,1257712088031559682,17442320
301,1257712088031559682,78835016
302,828712080375218180,1116096809624064000
303,828712080375218180,270310777
304,828712080375218180,985587297503596544
305,828712080375218180,2942657375
306,828712080375218180,253782772
307,828712080375218180,44849238
308,828712080375218180,3326599643
309,828712080375218180,3245179401
310,828712080375218180,1166813365093765120
311,828712080375218180,17442320
312,828712080375218180,19181549
313,828712080375218180,78835016
314,977302343552204805,1116096809624064000
315,977302343552204805,948169852547715072
316,977302343552204805,270310777
317,977302343552204805,22386528
318,977302343552204805,985587297503596544
319,977302343552204805,2942657375
320,977302343552204805,253782772
321,977302343552204805,147679241
322,977302343552204805,44849238
323,977302343552204805,3245179401
324,977302343552204805,1166813365093765120
325,977302343552204805,78835016
326,977302343552204805,281603081
327,1212025788872065031,1116096809624064000
328,1212025788872065031,948169852547715072
329,1212025788872065031,270310777
330,1212025788872065031,699178302997716992
331,1212025788872065031,22386528
332,1212025788872065031,985587297503596544
333,1212025788872065031,2942657375
334,1212025788872065031,253782772
335,1212025788872065031,44849238
336,1212025788872065031,3326599643
337,1212025788872065031,1166813365093765120
338,1212025788872065031,17442320
339,1212025788872065031,78835016
340,838355126477783048,1116096809624064000
341,838355126477783048,948169852547715072
342,838355126477783048,270310777
343,838355126477783048,21096782
344,838355126477783048,985587297503596544
345,838355126477783048,2942657375
346,838355126477783048,253782772
347,838355126477783048,44849238
348,838355126477783048,712344764
349,838355126477783048,3326599643
350,838355126477783048,3245179401
351,838355126477783048,1166813365093765120
352,838355126477783048,445452143
353,838355126477783048,17442320
354,838355126477783048,1027851082649755648
355,838355126477783048,78835016
356,838355126477783048,281603081
357,1361692256848216071,1116096809624064000
358,1361692256848216071,948169852547715072
359,1361692256848216071,270310777
360,1361692256848216071,985587297503596544
361,1361692256848216071,2942657375
362,1361692256848216071,1255845086811828224
363,1361692256848216071,44849238
364,1361692256848216071,1323118430585786369
365,1361692256848216071,712344764
366,1361692256848216071,3326599643
367,1361692256848216071,1166813365093765120
368,1361692256848216071,78835016
369,1112084190391140363,1116096809624064000
370,1112084190391140363,948169852547715072
371,1112084190391140363,22386528
372,1112084190391140363,985587297503596544
373,1112084190391140363,2942657375
374,1112084190391140363,44849238
375,1112084190391140363,3326599643
376,1112084190391140363,1166813365093765120
377,1112084190391140363,17442320
378,1112084190391140363,78835016
379,1112084190391140363,281603081
380,4151934981,1116096809624064000
381,4151934981,948169852547715072
382,4151934981,985587297503596544
383,4151934981,2942657375
384,4151934981,44849238
385,4151934981,3326599643
386,4151934981,3245179401
387,4151934981,1166813365093765120
388,4151934981,17442320
389,4151934981,78835016
390,875342665176449028,948169852547715072
391,875342665176449028,270310777
392,875342665176449028,985587297503596544
393,875342665176449028,2942657375
394,875342665176449028,253782772
395,875342665176449028,44849238
396,875342665176449028,3326599643
397,875342665176449028,3245179401
398,875342665176449028,1166813365093765120
399,875342665176449028,94837980
400,875342665176449028,72058741
401,875342665176449028,78835016
402,1001178326646521862,948169852547715072
403,1001178326646521862,270310777
404,1001178326646521862,985587297503596544
405,1001178326646521862,2942657375
406,1001178326646521862,147679241
407,1001178326646521862,44849238
408,1001178326646521862,712344764
409,1001178326646521862,3326599643
410,1001178326646521862,3245179401
411,1001178326646521862,17442320
412,1001178326646521862,78835016
413,14286860,755343
414,14286860,179457498
415,14286860,3244618517
416,14286860,223504938
417,14286860,153902719
418,14286860,16866701
419,14286860,798931
420,14286860,83572636
421,14286860,461415628
422,14286860,14527564
423,1241414007355047943,948169852547715072
424,1241414007355047943,270310777
425,1241414007355047943,20466226
426,1241414007355047943,699178302997716992
427,1241414007355047943,147679241
428,1241414007355047943,44849238
429,1241414007355047943,898453457409114112
430,1241414007355047943,1166813365093765120
431,1241414007355047943,17442320
432,1241414007355047943,78835016
433,25264158,1116096809624064000
434,25264158,948169852547715072
435,25264158,270310777
436,25264158,21096782
437,25264158,699178302997716992
438,25264158,22386528
439,25264158,985587297503596544
440,25264158,2942657375
441,25264158,253782772
442,25264158,44849238
443,25264158,302763502
444,25264158,3245179401
445,25264158,1166813365093765120
446,25264158,445452143
447,25264158,17442320
448,25264158,78835016
449,25264158,281603081
450,123306019,948169852547715072
451,123306019,985587297503596544
452,123306019,2942657375
453,123306019,253782772
454,123306019,44849238
455,123306019,3326599643
456,123306019,3245179401
457,123306019,1166813365093765120
458,123306019,94837980
459,123306019,17442320
460,123306019,78835016
461,123306019,281603081
462,1890156590,948169852547715072
463,1890156590,985587297503596544
464,1890156590,2942657375
465,1890156590,965093639499190272
466,1890156590,44849238
467,1890156590,3326599643
468,1890156590,3245179401
469,1890156590,72058741
470,1890156590,17442320
471,1890156590,19181549
472,1890156590,78835016
473,46104622,72103
474,46104622,22916527
475,46104622,19331692
476,46104622,21283221
477,46104622,17754586
478,46104622,14847163
479,46104622,17442320
480,46104622,232585099
481,46104622,118012929
482,46104622,2388055363
483,46104622,15335641
484,46104622,14242275
485,46104622,8170492
486,46104622,915315280536047619
487,118587453,948169852547715072
488,118587453,985587297503596544
489,118587453,2942657375
490,118587453,253782772
491,118587453,3245179401
492,118587453,898453457409114112
493,118587453,1166813365093765120
494,118587453,94837980
495,118587453,17442320
496,118587453,2623858099
497,118587453,78835016
498,2715353151,1116096809624064000
499,2715353151,948169852547715072
500,2715353151,270310777
501,2715353151,699178302997716992
502,2715353151,22386528
503,2715353151,985587297503596544
504,2715353151,2942657375
505,2715353151,253782772
506,2715353151,44849238
507,2715353151,3326599643
508,2715353151,3245179401
509,2715353151,478676977
510,2715353151,1166813365093765120
511,2715353151,72058741
512,2715353151,78835016
513,19202113,19862042
514,19202113,72103
515,19202113,168537772
516,19202113,226599594
517,19202113,947719507
518,19202113,17442320
519,19202113,118012929
520,19202113,668283
521,19202113,199893073
522,19202113,14527564
523,3317891140,948169852547715072
524,3317891140,985587297503596544
525,3317891140,2942657375
526,3317891140,44849238
527,3317891140,22916527
528,3317891140,3245179401
529,3317891140,1166813365093765120
530,3317891140,72058741
531,3317891140,17442320
532,3317891140,78835016
533,57016390,1116096809624064000
534,57016390,948169852547715072
535,57016390,985587297503596544
536,57016390,2942657375
537,57016390,44849238
538,57016390,3326599643
539,57016390,1166813365093765120
540,57016390,94837980
541,57016390,445452143
542,57016390,78835016
543,108986439,948169852547715072
544,108986439,270310777
545,108986439,985587297503596544
546,108986439,2942657375
547,108986439,253782772
548,108986439,44849238
549,108986439,3326599643
550,108986439,3245179401
551,108986439,1166813365093765120
552,108986439,17442320
553,108986439,78835016
554,705539763349164032,72103
555,705539763349164032,2798120942
556,705539763349164032,67277375
557,705539763349164032,4717318832
558,705539763349164032,2828547014
559,705539763349164032,42818951
560,705539763349164032,106404204
561,705539763349164032,14327196
562,705539763349164032,105305259
563,705539763349164032,48298932
564,705539763349164032,19181549
565,705539763349164032,3297525491
566,705539763349164032,1602123403
567,705539763349164032,712000194
568,705539763349164032,3131500821
569,746985479992709120,948169852547715072
570,746985479992709120,985587297503596544
571,746985479992709120,2942657375
572,746985479992709120,253782772
573,746985479992709120,44849238
574,746985479992709120,3326599643
575,746985479992709120,3245179401
576,746985479992709120,898453457409114112
577,746985479992709120,1166813365093765120
578,746985479992709120,17442320
579,746985479992709120,78835016
580,17563731,1255845086811828224
581,17563731,22916527
582,17563731,3245179401
583,17563731,917663680220852224
584,17563731,17754586
585,17563731,112531537
586,17563731,956841040257970176
587,17563731,118012929
588,17563731,18169446
589,17563731,8170492
590,17563731,590028992
591,1344715441411919873,22916527
592,1344715441411919873,1217557535814754305
593,1344715441411919873,21283221
594,1344715441411919873,17754586
595,1344715441411919873,32124032
596,1344715441411919873,15340567
597,1344715441411919873,545463973
598,1344715441411919873,964271234241519616
599,1344715441411919873,17852787
600,1344715441411919873,3244618517
601,1344715441411919873,16866701
602,1344715441411919873,118012929
603,1344715441411919873,15335641
604,1344715441411919873,8170492
605,1344715441411919873,2408406843
606,1344715441411919873,83572636
607,1344715441411919873,461415628
608,2811560042,948169852547715072
609,2811560042,22386528
610,2811560042,985587297503596544
611,2811560042,2942657375
612,2811560042,44849238
613,2811560042,3326599643
614,2811560042,3245179401
615,2811560042,1166813365093765120
616,2811560042,17442320
617,2811560042,78835016
618,761200760,479706186
619,761200760,16514225
620,761200760,179457498
621,761200760,664743
622,761200760,6468172
623,761200760,545463973
624,761200760,964271234241519616
625,761200760,17852787
626,761200760,346523534
627,761200760,3244618517
628,761200760,493548358
629,761200760,16866701
630,761200760,21880344
631,761200760,3526772055
632,761200760,118012929
633,761200760,189666521
634,761200760,15460156
635,761200760,14383731
636,761200760,668283
637,761200760,8170492
638,761200760,346695250
639,761200760,2408406843
640,761200760,351038281
641,761200760,83572636
642,761200760,15909805
643,761200760,590028992
644,761200760,461415628
645,106561658,1116096809624064000
646,106561658,948169852547715072
647,106561658,22386528
648,106561658,985587297503596544
649,106561658,44849238
650,106561658,3326599643
651,106561658,3245179401
652,106561658,1166813365093765120
653,106561658,17442320
654,106561658,78835016
655,1128071294,948169852547715072
656,1128071294,985587297503596544
657,1128071294,44849238
658,1128071294,3326599643
659,1128071294,2303210607
660,1128071294,1166813365093765120
661,1128071294,998860266073985024
662,1128071294,171419895
663,1128071294,17442320
664,1128071294,493548358
665,1128071294,303767784
666,1128071294,78835016
667,1333915379270291456,1116096809624064000
668,1333915379270291456,948169852547715072
669,1333915379270291456,20466226
670,1333915379270291456,22386528
671,1333915379270291456,985587297503596544
672,1333915379270291456,2942657375
673,1333915379270291456,44849238
674,1333915379270291456,3326599643
675,1333915379270291456,1166813365093765120
676,1333915379270291456,17442320
677,1333915379270291456,78835016
678,797723717417701376,1116096809624064000
679,797723717417701376,948169852547715072
680,797723717417701376,270310777
681,797723717417701376,985587297503596544
682,797723717417701376,2942657375
683,797723717417701376,253782772
684,797723717417701376,44849238
685,797723717417701376,3326599643
686,797723717417701376,3245179401
687,797723717417701376,2303210607
688,797723717417701376,1166813365093765120
689,797723717417701376,78835016
690,797723717417701376,281603081
691,747745989482647552,1116096809624064000
692,747745989482647552,948169852547715072
693,747745989482647552,985587297503596544
694,747745989482647552,2942657375
695,747745989482647552,253782772
696,747745989482647552,44849238
697,747745989482647552,3326599643
698,747745989482647552,3245179401
699,747745989482647552,898453457409114112
700,747745989482647552,1166813365093765120
701,747745989482647552,17442320
702,747745989482647552,78835016
703,746498688869076992,1116096809624064000
704,746498688869076992,948169852547715072
705,746498688869076992,22386528
706,746498688869076992,985587297503596544
707,746498688869076992,2942657375
708,746498688869076992,44849238
709,746498688869076992,3326599643
710,746498688869076992,3245179401
711,746498688869076992,1166813365093765120
712,746498688869076992,78835016
713,769133891521220608,948169852547715072
714,769133891521220608,21096782
715,769133891521220608,985587297503596544
716,769133891521220608,2942657375
717,769133891521220608,44849238
718,769133891521220608,72058741
719,769133891521220608,17442320
720,769133891521220608,1027851082649755648
721,769133891521220608,78835016
722,769133891521220608,281603081
723,1334267219153391617,948169852547715072
724,1334267219153391617,21096782
725,1334267219153391617,985587297503596544
726,1334267219153391617,2942657375
727,1334267219153391617,44849238
728,1334267219153391617,3326599643
729,1334267219153391617,3245179401
730,1334267219153391617,1166813365093765120
731,1334267219153391617,17442320
732,1334267219153391617,78835016
733,1329835583464673281,948169852547715072
734,1329835583464673281,270310777
735,1329835583464673281,20466226
736,1329835583464673281,22386528
737,1329835583464673281,985587297503596544
738,1329835583464673281,2942657375
739,1329835583464673281,253782772
740,1329835583464673281,44849238
741,1329835583464673281,3326599643
742,1329835583464673281,1166813365093765120
743,1329835583464673281,78835016
744,1329397751994519553,948169852547715072
745,1329397751994519553,22386528
746,1329397751994519553,985587297503596544
747,1329397751994519553,2942657375
748,1329397751994519553,44849238
749,1329397751994519553,3326599643
750,1329397751994519553,3245179401
751,1329397751994519553,1166813365093765120
752,1329397751994519553,17442320
753,1329397751994519553,78835016
754,765101687111553024,28199460
755,765101687111553024,15340567
756,765101687111553024,773506772258721792
757,765101687111553024,3244618517
758,765101687111553024,38673696
759,765101687111553024,16866701
760,765101687111553024,19181549
761,765101687111553024,15460156
762,765101687111553024,8170492
763,765101687111553024,2408406843
764,765101687111553024,83572636
765,826373523606212608,948169852547715072
766,826373523606212608,270310777
767,826373523606212608,21096782
768,826373523606212608,22386528
769,826373523606212608,985587297503596544
770,826373523606212608,2942657375
771,826373523606212608,44849238
772,826373523606212608,3326599643
773,826373523606212608,3245179401
774,826373523606212608,1166813365093765120
775,826373523606212608,17442320
776,826373523606212608,1027851082649755648
777,826373523606212608,78835016
778,823984328682115074,1116096809624064000
779,823984328682115074,20466226
780,823984328682115074,985587297503596544
781,823984328682115074,2942657375
782,823984328682115074,44849238
783,823984328682115074,1323118430585786369
784,823984328682115074,712344764
785,823984328682115074,1166813365093765120
786,823984328682115074,1602123403
787,823984328682115074,78835016
788,825818999288107010,1116096809624064000
789,825818999288107010,948169852547715072
790,825818999288107010,270310777
791,825818999288107010,21096782
792,825818999288107010,985587297503596544
793,825818999288107010,2942657375
794,825818999288107010,253782772
795,825818999288107010,44849238
796,825818999288107010,3326599643
797,825818999288107010,3245179401
798,825818999288107010,1166813365093765120
799,825818999288107010,72058741
800,825818999288107010,17442320
801,825818999288107010,78835016
802,825818999288107010,281603081
803,1436997480634257410,948169852547715072
804,1436997480634257410,22386528
805,1436997480634257410,985587297503596544
806,1436997480634257410,2942657375
807,1436997480634257410,1255845086811828224
808,1436997480634257410,44849238
809,1436997480634257410,3326599643
810,1436997480634257410,3245179401
811,1436997480634257410,1166813365093765120
812,1436997480634257410,17442320
813,1436997480634257410,78835016
814,711242783042965506,948169852547715072
815,711242783042965506,21096782
816,711242783042965506,985587297503596544
817,711242783042965506,2942657375
818,711242783042965506,253782772
819,711242783042965506,44849238
820,711242783042965506,3326599643
821,711242783042965506,3245179401
822,711242783042965506,1166813365093765120
823,711242783042965506,72058741
824,711242783042965506,78835016
825,747110106593103873,948169852547715072
826,747110106593103873,985587297503596544
827,747110106593103873,2942657375
828,747110106593103873,44849238
829,747110106593103873,3326599643
830,747110106593103873,3245179401
831,747110106593103873,1166813365093765120
832,747110106593103873,17442320
833,747110106593103873,78835016
834,747110106593103873,281603081
835,18907289,16544408
836,18907289,16514225
837,18907289,545463973
838,18907289,2974791111
839,18907289,17852787
840,18907289,3244618517
841,18907289,3158251940
842,18907289,118012929
843,18907289,15460156
844,18907289,386204444
845,18907289,15335641
846,18907289,351038281
847,18907289,83572636
848,18907289,590028992
849,18907289,389561131
850,381452460,1116096809624064000
851,381452460,948169852547715072
852,381452460,270310777
853,381452460,985587297503596544
854,381452460,2942657375
855,381452460,253782772
856,381452460,44849238
857,381452460,3326599643
858,381452460,3245179401
859,381452460,21283221
860,381452460,17754586
861,381452460,1166813365093765120
862,381452460,32124032
863,381452460,31672479
864,381452460,94837980
865,381452460,72058741
866,381452460,445452143
867,381452460,17442320
868,381452460,668283
869,381452460,8170492
870,381452460,78835016
871,381452460,281603081
872,27426996,948169852547715072
873,27426996,21096782
874,27426996,985587297503596544
875,27426996,2942657375
876,27426996,253782772
877,27426996,44849238
878,27426996,3326599643
879,27426996,3245179401
880,27426996,898453457409114112
881,27426996,1166813365093765120
882,27426996,998860266073985024
883,27426996,72058741
884,27426996,17442320
885,27426996,232585099
886,27426996,668283
887,27426996,78835016
888,27426996,281603081
889,3127935183,948169852547715072
890,3127935183,270310777
891,3127935183,21096782
892,3127935183,985587297503596544
893,3127935183,2590080732
894,3127935183,2942657375
895,3127935183,44849238
896,3127935183,3326599643
897,3127935183,1166813365093765120
898,3127935183,72058741
899,3127935183,445452143
900,3127935183,17442320
901,528416982,948169852547715072
902,528416982,21096782
903,528416982,985587297503596544
904,528416982,2942657375
905,528416982,253782772
906,528416982,44849238
907,528416982,3326599643
908,528416982,1166813365093765120
909,528416982,78835016
910,528416982,281603081
911,53772503,17754586
912,53772503,32124032
913,53772503,3244618517
914,53772503,2897625526
915,53772503,142676993
916,53772503,1536750084
917,53772503,3158251940
918,53772503,118012929
919,53772503,15460156
920,53772503,54424513
921,53772503,8170492
922,53772503,270568443
923,53772503,83572636
924,53772503,1578299604
925,53772503,879740426131034113
926,15335641,19862042
927,15335641,72103
928,15335641,16544408
929,15335641,17754586
930,15335641,179457498
931,15335641,664743
932,15335641,545463973
933,15335641,23938674
934,15335641,2974791111
935,15335641,17852787
936,15335641,3244618517
937,15335641,493548358
938,15335641,118012929
939,15335641,189666521
940,15335641,15460156
941,15335641,398247504
942,15335641,1035836402695630848
943,15335641,367209510
944,15335641,18618482
945,15335641,21920288
946,15335641,1171350359350157312
947,15335641,15675191
948,15335641,42200464
949,15335641,956626101656317954
950,15335641,299160607
951,15335641,15029309
952,15335641,396571972
953,15335641,534179003
954,15335641,242471616
955,15335641,1034510105419673602
956,15335641,17853213
957,15335641,27267888
958,15335641,2738518132
959,15335641,65038134
960,15335641,62041828
961,15335641,2349268446
962,15335641,4850825639
963,15335641,1113012858621693952
964,15335641,304616386
965,15335641,481470482
966,15335641,17777121
967,15335641,621123873
968,15335641,514319028
969,15335641,1657570296
970,15335641,1022059408682098689
971,15335641,595978668
972,15335641,22393001
973,15335641,485708184
974,15335641,4814861415
975,15335641,2301274070
976,15335641,83363517
977,15335641,20851564
978,15335641,2787230262
979,15335641,233165478
980,15335641,15843530
981,15335641,938145849363845122
982,15335641,987270421878845445
983,15335641,7268972
984,15335641,1051765210531414016
985,15335641,21486585
986,15335641,1155841542562746371
987,15335641,10470112
988,15335641,1161553927902584832
989,15335641,2214656856
990,15335641,2523081444
991,15335641,415671747
992,15335641,1143235398774247425
993,15335641,50395099
994,15335641,13664222
995,15335641,109648780
996,15335641,155953175
997,15335641,4043080882
998,15335641,1946499043
999,15335641,366193744
1000,15335641,340863588
1001,15335641,222733449
1002,15335641,2408406843
1003,15335641,288961793
1004,15335641,2881454627
1005,15335641,20555954
1006,15335641,75646708
1007,15335641,956841040257970176
1008,15335641,964271234241519616
1009,15335641,14932460
1010,15335641,14855612
1011,15335641,386742226
1012,15335641,6468172
1013,15335641,14270160
1014,15335641,14334854
1015,15335641,66174232
1016,15335641,370829305
1017,15335641,82754453
1018,15335641,165020780
1019,15335641,18186092
1020,15335641,2278972220
1021,15335641,1115314512
1022,15335641,561105640
1023,15335641,78398262
1024,15335641,21656007
1025,15335641,17197553
1026,15335641,23618873
1027,15335641,61520441
1028,15335641,517451910
1029,15335641,3242388503
1030,15335641,53668731
1031,15335641,1581620780
1032,15335641,954126039181078530
1033,15335641,420224901
1034,15335641,7556272
1035,15335641,195075230
1036,15335641,271465687
1037,15335641,14934821
1038,15335641,92475907
1039,15335641,234793334
1040,15335641,59484709
1041,15335641,1048955234469531649
1042,15335641,1226245268
1043,15335641,4805761
1044,15335641,768880727656112128
1045,15335641,2279940315
1046,15335641,228118521
1047,15335641,2939708434
1048,15335641,55338322
1049,15335641,178287433
1050,15335641,705077091046449152
1051,15335641,39962488
1052,15335641,19108462
1053,15335641,219968293
1054,15335641,233358820
1055,15335641,6365342
1056,15335641,191018886
1057,15335641,199893073
1058,15335641,244979377
1059,15335641,3302161923
1060,15335641,1034537668535697408
1061,15335641,22264972
1062,15335641,250237724
1063,15335641,903217980896628736
1064,15335641,304633491
1065,15335641,179466527
1066,15335641,724647542
1067,15335641,242488617
1068,15335641,46398820
1069,15335641,3320531566
1070,15335641,314868702
1071,15335641,18933837
1072,15335641,339779755
1073,15335641,728430104
1074,15335641,53867429
